site,borough,crashes,observed_rate,expected_rate,base_rate,excess,excess_z,excess_lower_95,latitude,longitude,top_factors
JACKSON AVENUE @ QUEENS BOULEVARD,QUEENS,72,0.4306,0.4979,0.343,-0.0875,-1.7205,-0.1872,40.748913,-73.9374,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
JAY STREET @ SANDS STREET,BROOKLYN,78,0.3718,0.4485,0.3668,-0.0968,-2.0793,-0.1881,40.700222,-73.98639,Driver Inattention/Distraction; Passing Or Lane Usage Improper
QUEENS BOULEVARD @ YELLOWSTONE BOULEVARD,QUEENS,59,0.4915,0.5496,0.3518,-0.0783,-1.3944,-0.1882,40.72293,-73.847336,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HYLAN BOULEVARD @ SEAVIEW AVENUE,STATEN ISLAND,28,0.4286,0.4434,0.3486,-0.035,-0.4475,-0.1884,40.58657,-74.092055,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CEDAR AVENUE @ WEST FORDHAM ROAD,BRONX,35,0.4,0.4314,0.3437,-0.0516,-0.739,-0.1885,40.86173,-73.91182,Driver Inattention/Distraction; Passing Too Closely
8 AVENUE @ WEST 54 STREET,MANHATTAN,26,0.4615,0.4699,0.3505,-0.0285,-0.3494,-0.1886,40.76479,-73.98429,Driver Inattention/Distraction; Other Vehicular
8 AVENUE @ WEST 35 STREET,MANHATTAN,34,0.5588,0.5905,0.3341,-0.0519,-0.742,-0.1889,40.752853,-73.99299,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
3 AVENUE @ ATLANTIC AVENUE,BROOKLYN,33,0.3636,0.3836,0.3748,-0.0401,-0.5283,-0.189,40.685326,-73.980705,Following Too Closely; Driver Inattention/Distraction
CANAL STREET @ MULBERRY STREET,MANHATTAN,28,0.3571,0.3767,0.3408,-0.0397,-0.5207,-0.1892,40.7171,-73.9986,Driver Inattention/Distraction; Following Too Closely
2 AVENUE @ EAST 60 STREET,MANHATTAN,71,0.4225,0.4984,0.3317,-0.0961,-2.0191,-0.1893,40.761234,-73.96389,Driver Inattention/Distraction; Other Vehicular
CROSS BAY BOULEVARD @ NORTH CHANNEL BRIDGE,QUEENS,25,0.44,0.4287,0.3637,-0.0089,-0.0962,-0.1901,40.614872,-73.82165,Driver Inattention/Distraction; Pavement Slippery
BAY 52 STREET @ CROPSEY AVENUE,BROOKLYN,34,0.4118,0.4241,0.3593,-0.0325,-0.4032,-0.1904,40.583656,-73.98656,Driver Inattention/Distraction; Other Vehicular
CLARKSON AVENUE @ UTICA AVENUE,BROOKLYN,30,0.5,0.5186,0.3747,-0.0387,-0.4979,-0.1912,40.65661,-73.93091,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROOKLYN AVENUE @ FULTON STREET,BROOKLYN,30,0.5,0.5413,0.364,-0.0614,-0.9241,-0.1917,40.680088,-73.94398,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
8 AVENUE @ WEST 40 STREET,MANHATTAN,33,0.4242,0.4643,0.3477,-0.0602,-0.8972,-0.1917,40.75595,-73.99074,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
1 AVENUE @ EAST 96 STREET,MANHATTAN,58,0.3621,0.4261,0.3403,-0.0842,-1.5193,-0.1928,40.783245,-73.94473,Driver Inattention/Distraction; Other Vehicular
36 STREET @ 4 AVENUE,BROOKLYN,27,0.5556,0.5683,0.3678,-0.033,-0.4038,-0.1929,40.65431,-74.004425,Driver Inattention/Distraction; Other Vehicular
NAVY STREET @ PARK AVENUE,BROOKLYN,33,0.4848,0.5204,0.3727,-0.0557,-0.794,-0.1933,40.69618,-73.980354,Driver Inattention/Distraction; Unsafe Speed
CROSS BRONX EXPRESSWAY @ NOBLE AVENUE,BRONX,40,0.3,0.3344,0.3404,-0.0546,-0.7702,-0.1934,40.836555,-73.87135,Following Too Closely; Driver Inattention/Distraction
77 AVENUE @ QUEENS BOULEVARD,QUEENS,28,0.3571,0.3786,0.3575,-0.0416,-0.5366,-0.1935,40.71614,-73.83357,Driver Inattention/Distraction; Following Too Closely
8 AVENUE @ WEST 57 STREET,MANHATTAN,38,0.5526,0.6001,0.3554,-0.0677,-1.0489,-0.1941,40.766712,-73.98289,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
4 AVENUE @ ATLANTIC AVENUE,BROOKLYN,61,0.3279,0.3973,0.3551,-0.0896,-1.6782,-0.1942,40.68442,-73.97839,Driver Inattention/Distraction; Following Too Closely
ATLANTIC AVENUE @ HICKS STREET,BROOKLYN,81,0.1852,0.2685,0.3655,-0.1035,-2.2335,-0.1942,40.691193,-73.99777,Driver Inattention/Distraction; Turning Improperly
65 STREET @ FORT HAMILTON PARKWAY,BROOKLYN,39,0.4615,0.5089,0.3587,-0.0675,-1.0431,-0.1943,40.63063,-74.00923,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LINDEN BOULEVARD @ ROCKAWAY PARKWAY,BROOKLYN,73,0.3836,0.452,0.3646,-0.0886,-1.6378,-0.1946,40.654133,-73.91234,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CANAL STREET @ CENTRE STREET,MANHATTAN,37,0.3514,0.3957,0.3448,-0.0646,-0.9711,-0.1949,40.718018,-73.99996,Driver Inattention/Distraction; Following Too Closely
RUTLAND ROAD @ UTICA AVENUE,BROOKLYN,31,0.5161,0.5311,0.355,-0.0351,-0.4313,-0.1949,40.66059,-73.931335,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CLASSON AVENUE @ FLUSHING AVENUE,BROOKLYN,58,0.3966,0.4658,0.363,-0.0894,-1.6598,-0.1949,40.69819,-73.96191,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
65 STREET @ BROADWAY,QUEENS,28,0.5,0.5122,0.3588,-0.0324,-0.3899,-0.1952,40.7493,-73.897578,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
OCEAN PARKWAY @ SHORE PARKWAY,UNKNOWN,33,0.3636,0.388,0.3586,-0.0446,-0.5776,-0.1958,,,Driver Inattention/Distraction; Following Too Closely
12 AVENUE @ WEST 40 STREET,MANHATTAN,38,0.2632,0.3174,0.3486,-0.0744,-1.1978,-0.1962,40.760777,-74.00219,Passing Too Closely; Following Too Closely
BROADWAY @ WEST 225 STREET,BRONX,46,0.413,0.4599,0.3586,-0.067,-1.0174,-0.1962,40.874638,-73.909744,Following Too Closely; Driver Inattention/Distraction
RICHMOND AVENUE @ VICTORY BOULEVARD,STATEN ISLAND,50,0.36,0.4112,0.3339,-0.0714,-1.1144,-0.1969,40.60719,-74.16243,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROOK AVENUE @ BRUCKNER BOULEVARD,BRONX,25,0.44,0.4455,0.3397,-0.0257,-0.2926,-0.1979,40.804344,-73.92158,Driver Inattention/Distraction; Passing Or Lane Usage Improper
GOLD STREET @ TILLARY STREET,BROOKLYN,50,0.34,0.3975,0.3715,-0.0776,-1.2651,-0.1979,40.69599,-73.983215,Driver Inattention/Distraction; Following Too Closely
CROES AVENUE @ CROSS BRONX EXPRESSWAY,BRONX,27,0.4074,0.4105,0.3355,-0.0232,-0.2606,-0.1979,40.835857,-73.87213,Driver Inattention/Distraction; Unsafe Lane Changing
SHERMAN AVENUE @ WEST 207 STREET,MANHATTAN,30,0.3667,0.4032,0.3586,-0.0567,-0.7851,-0.1984,40.8658,-73.92,Driver Inattention/Distraction; Passing Or Lane Usage Improper
QUEENS BOULEVARD @ WOODHAVEN BOULEVARD,QUEENS,83,0.3976,0.4786,0.3428,-0.1011,-2.0295,-0.1988,40.733498,-73.87038,Driver Inattention/Distraction; Traffic Control Disregarded
NEPTUNE AVENUE @ OCEAN PARKWAY,BROOKLYN,48,0.5208,0.579,0.3872,-0.0784,-1.2718,-0.1991,40.58038,-73.9676,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
18 AVENUE @ 65 STREET,BROOKLYN,30,0.4667,0.4949,0.3504,-0.0484,-0.6274,-0.1998,40.61913,-73.99019,Driver Inattention/Distraction; Driver Inexperience
CLEARVIEW EXPRESSWAY @ LONG ISLAND EXPRESSWAY,QUEENS,27,0.3704,0.3759,0.3669,-0.0257,-0.2894,-0.1999,40.74257,-73.77078,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BRUCKNER BOULEVARD @ MORRISON AVENUE,BRONX,53,0.3019,0.3615,0.3308,-0.0798,-1.301,-0.1999,40.824417,-73.87357,Driver Inattention/Distraction; Following Too Closely
FULTON STREET @ WASHINGTON AVENUE,BROOKLYN,31,0.5161,0.5565,0.3631,-0.0606,-0.8519,-0.2,40.683037,-73.96478,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
7 AVENUE @ WEST 34 STREET,MANHATTAN,38,0.5263,0.5858,0.3496,-0.0797,-1.2975,-0.2,40.750988,-73.99063,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
CROSS ISLAND PARKWAY @ GRAND CENTRAL PARKWAY,QUEENS,47,0.3617,0.4078,0.3647,-0.0663,-0.9709,-0.2001,40.744305,-73.733284,Driver Inattention/Distraction; Following Too Closely
7 AVENUE @ WEST 31 STREET,MANHATTAN,29,0.3793,0.4092,0.3419,-0.05,-0.6517,-0.2005,40.7491,-73.99201,Driver Inattention/Distraction; Following Too Closely
108 STREET @ ROOSEVELT AVENUE,QUEENS,34,0.4706,0.5091,0.3391,-0.0587,-0.8083,-0.201,40.750717,-73.85877,Driver Inattention/Distraction; Alcohol Involvement
EDGECOMBE AVENUE @ WEST 155 STREET,MANHATTAN,32,0.4375,0.4776,0.3379,-0.0603,-0.8349,-0.2017,40.830154,-73.93964,Driver Inattention/Distraction; Unsafe Speed
37 AVENUE @ 73 STREET,QUEENS,27,0.4815,0.5115,0.3531,-0.0502,-0.6498,-0.2018,40.748863,-73.892715,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
3 AVENUE @ 37 STREET,BROOKLYN,26,0.4231,0.4455,0.3471,-0.0426,-0.5232,-0.202,40.654953,-74.00703,Driver Inattention/Distraction; Alcohol Involvement
DAVIDSON AVENUE @ WEST FORDHAM ROAD,BRONX,34,0.3824,0.4222,0.3457,-0.06,-0.8202,-0.2034,40.862717,-73.9023,Driver Inattention/Distraction; Backing Unsafely
EAST 96 STREET @ LEXINGTON AVENUE,MANHATTAN,31,0.4516,0.4931,0.3437,-0.0617,-0.8504,-0.2038,40.785866,-73.950935,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
9 AVENUE @ WEST 37 STREET,MANHATTAN,27,0.4074,0.4363,0.3603,-0.0491,-0.6217,-0.2039,40.75529,-73.99492,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST NEW YORK AVENUE @ ROCKAWAY AVENUE,BROOKLYN,25,0.4,0.4108,0.3574,-0.031,-0.3515,-0.2039,40.672073,-73.91135,Driver Inattention/Distraction; Other Vehicular
62 DRIVE @ QUEENS BOULEVARD,QUEENS,27,0.5556,0.5819,0.3483,-0.0465,-0.5767,-0.2046,40.73093,-73.864586,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROADWAY @ WEST 204 STREET,MANHATTAN,34,0.3235,0.3636,0.3477,-0.0603,-0.8152,-0.2052,40.867016,-73.92311,Driver Inattention/Distraction; Driver Inexperience
BUSHWICK AVENUE @ JOHNSON AVENUE,BROOKLYN,32,0.5625,0.6192,0.3554,-0.0769,-1.1677,-0.206,40.706917,-73.93972,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST FORDHAM ROAD @ MORRIS AVENUE,BRONX,26,0.5,0.5263,0.3338,-0.0465,-0.5712,-0.2061,40.86235,-73.89997,Turning Improperly; Driver Inattention/Distraction
114 STREET @ NORTHERN BOULEVARD,QUEENS,56,0.3036,0.3702,0.3546,-0.0868,-1.4237,-0.2062,40.758305,-73.85561,Driver Inattention/Distraction; Following Too Closely
EAST 161 STREET @ MACOMBS DAM BRIDGE,BRONX,50,0.32,0.3906,0.367,-0.0908,-1.5288,-0.2071,40.829185,-73.92876,Driver Inattention/Distraction; Following Too Closely
BUSHWICK AVENUE @ GRAND STREET,BROOKLYN,46,0.5217,0.5958,0.3566,-0.0943,-1.6336,-0.2074,40.71196,-73.9407,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
FLATBUSH AVENUE EXT @ TILLARY STREET,BROOKLYN,66,0.2727,0.3569,0.3883,-0.1043,-1.9821,-0.2075,40.696033,-73.98453,Driver Inattention/Distraction; Passing Too Closely
63 DRIVE @ QUEENS BOULEVARD,QUEENS,29,0.5172,0.552,0.3613,-0.0549,-0.7052,-0.2076,40.730118,-73.86232,Driver Inattention/Distraction; Following Too Closely
3 AVENUE @ EAST 60 STREET,MANHATTAN,25,0.4,0.4227,0.3205,-0.0429,-0.51,-0.2076,40.762177,-73.96613,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FLUSHING AVENUE @ FRANKLIN AVENUE,BROOKLYN,26,0.5769,0.6111,0.3623,-0.0543,-0.6941,-0.2078,40.698677,-73.95886,Driver Inattention/Distraction; Following Too Closely
GRAND STREET @ MORGAN AVENUE,BROOKLYN,48,0.5208,0.5954,0.3627,-0.0947,-1.6402,-0.208,40.71337,-73.934814,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FLATBUSH AVENUE @ KINGS HIGHWAY,BROOKLYN,48,0.3542,0.4191,0.3625,-0.0851,-1.3553,-0.2082,40.6224,-73.936646,Driver Inattention/Distraction; Passing Or Lane Usage Improper
8 AVENUE @ WEST 31 STREET,MANHATTAN,52,0.3269,0.4061,0.3548,-0.0994,-1.7839,-0.2086,40.750294,-73.99485,Driver Inattention/Distraction; Passing Too Closely
BELT PARKWAY @ OCEAN PARKWAY,BROOKLYN,37,0.4054,0.4442,0.3758,-0.059,-0.7709,-0.209,40.58335,-73.96692,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BROADWAY @ WEST 60 STREET,MANHATTAN,27,0.3704,0.3994,0.3513,-0.0492,-0.604,-0.2091,40.76889,-73.9821,Driver Inattention/Distraction; Following Too Closely
104 STREET @ ROOSEVELT AVENUE,QUEENS,27,0.4444,0.4752,0.3487,-0.051,-0.6311,-0.2092,40.749966,-73.861755,Driver Inattention/Distraction; Alcohol Involvement
SNYDER AVENUE @ UTICA AVENUE,BROOKLYN,27,0.5185,0.5409,0.3637,-0.0425,-0.4995,-0.2094,40.65011,-73.930214,Failure To Yield Right-Of-Way; Traffic Control Disregarded
8 AVENUE @ UNION STREET,BROOKLYN,40,0.35,0.4136,0.3642,-0.0838,-1.304,-0.2098,40.673485,-73.97296,Driver Inattention/Distraction; Following Too Closely
9 AVENUE @ WEST 45 STREET,MANHATTAN,28,0.5,0.5388,0.3685,-0.0589,-0.7653,-0.2099,40.760353,-73.991237,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
AVENUE J @ FLATBUSH AVENUE,BROOKLYN,33,0.4848,0.5255,0.3739,-0.0608,-0.7967,-0.2105,40.62731,-73.94182,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FLATBUSH AVENUE @ PACIFIC STREET,BROOKLYN,27,0.4074,0.4332,0.3651,-0.0459,-0.5468,-0.2106,40.68297,-73.97667,Following Too Closely; Driver Inattention/Distraction
FOSTER AVENUE @ NEW YORK AVENUE,BROOKLYN,31,0.5484,0.6038,0.3708,-0.0755,-1.0928,-0.211,40.638786,-73.94538,Passing Too Closely; Failure To Yield Right-Of-Way
ROCKAWAY PARKWAY @ RUTLAND ROAD,BROOKLYN,27,0.5556,0.5781,0.3721,-0.0427,-0.4964,-0.2113,40.664375,-73.92376,Failure To Yield Right-Of-Way; Turning Improperly
BOSTON ROAD @ PELHAM PARKWAY NORTH,UNKNOWN,30,0.4,0.4308,0.3548,-0.051,-0.6196,-0.2123,,,Driver Inattention/Distraction; Other Vehicular
CLAREMONT PARKWAY @ FULTON AVENUE,BRONX,26,0.5,0.5174,0.3448,-0.0376,-0.4166,-0.2143,40.837654,-73.89997,Driver Inattention/Distraction; Traffic Control Disregarded
3 AVENUE @ HAMILTON AVENUE,BROOKLYN,90,0.2444,0.3472,0.3528,-0.123,-2.6331,-0.2145,40.667076,-73.99508,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CLEARVIEW EXPRESSWAY @ GRAND CENTRAL PARKWAY,QUEENS,25,0.48,0.4903,0.3561,-0.0304,-0.3236,-0.2148,40.726227,-73.756714,Driver Inattention/Distraction; Unsafe Speed
HAMILTON AVENUE @ HICKS STREET,BROOKLYN,35,0.3429,0.3899,0.3741,-0.0672,-0.8913,-0.2149,40.679928,-74.00415,Unsafe Lane Changing; Alcohol Involvement
3 AVENUE @ EAST 34 STREET,MANHATTAN,36,0.4444,0.4971,0.336,-0.0728,-1.0041,-0.215,40.745728,-73.97813,Driver Inattention/Distraction; Traffic Control Disregarded
EAST GUN HILL ROAD @ WEBSTER AVENUE,BRONX,70,0.3714,0.4633,0.3478,-0.1121,-2.1324,-0.2151,40.878645,-73.871602,Passing Or Lane Usage Improper; Failure To Yield Right-Of-Way
166 STREET @ BAISLEY BOULEVARD,QUEENS,27,0.4444,0.4741,0.3459,-0.0499,-0.5911,-0.2152,40.679653,-73.77724,Driver Inattention/Distraction; Following Too Closely
223 STREET @ NORTHERN BOULEVARD,QUEENS,35,0.4571,0.507,0.3533,-0.07,-0.9448,-0.2153,40.761993,-73.75849,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BUSHWICK AVENUE @ JAMAICA AVENUE,BROOKLYN,27,0.4074,0.4317,0.3668,-0.0445,-0.5086,-0.2158,40.67811,-73.89762,Other Vehicular; Traffic Control Disregarded
MAIN STREET @ NORTHERN BOULEVARD,QUEENS,31,0.4516,0.5001,0.3654,-0.0687,-0.915,-0.2159,40.762955,-73.831955,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
EAST 138 STREET @ WILLIS AVENUE,BRONX,39,0.5128,0.581,0.3474,-0.0884,-1.3502,-0.2166,40.809105,-73.9229,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
1 AVENUE @ EAST 60 STREET,MANHATTAN,35,0.4286,0.4902,0.3425,-0.0818,-1.1867,-0.2169,40.760227,-73.961525,Driver Inattention/Distraction; Following Too Closely
HOWARD AVENUE @ PITKIN AVENUE,BROOKLYN,26,0.4231,0.4515,0.357,-0.0486,-0.5638,-0.2175,40.668377,-73.92012,Driver Inattention/Distraction; Following Too Closely
8 AVENUE @ WEST 44 STREET,MANHATTAN,27,0.2963,0.3419,0.3599,-0.0658,-0.8475,-0.2179,40.758533,-73.98885,Driver Inattention/Distraction; Following Too Closely
ATLANTIC AVENUE @ NOSTRAND AVENUE,BROOKLYN,45,0.4667,0.5456,0.3784,-0.0991,-1.6332,-0.2181,40.678455,-73.94968,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
PITKIN AVENUE @ ROCKAWAY AVENUE,BROOKLYN,42,0.4524,0.5245,0.3635,-0.0923,-1.4334,-0.2184,40.66968,-73.91075,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LINDEN BOULEVARD @ SCHENCK AVENUE,BROOKLYN,44,0.4318,0.4958,0.3561,-0.0841,-1.2253,-0.2187,40.661385,-73.8841,Driver Inattention/Distraction; Alcohol Involvement
3 AVENUE @ 65 STREET,BROOKLYN,31,0.3226,0.3744,0.3752,-0.072,-0.9614,-0.2189,40.63932,-74.02355,Driver Inattention/Distraction; Passing Or Lane Usage Improper
FLATBUSH AVENUE EXTENSION @ TILLARY STREET,BROOKLYN,81,0.2346,0.3411,0.3427,-0.1267,-2.6923,-0.2189,40.696033,-73.984535,Driver Inattention/Distraction; Following Too Closely
AVENUE D @ EAST 92 STREET,BROOKLYN,25,0.44,0.4819,0.3566,-0.0621,-0.7743,-0.2192,40.647224,-73.911766,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
9 AVENUE @ WEST 42 STREET,MANHATTAN,32,0.375,0.4414,0.3616,-0.0865,-1.2768,-0.2194,40.75843,-73.99263,Passing Too Closely; Other Vehicular
EAST 60 STREET @ LEXINGTON AVENUE,MANHATTAN,31,0.4839,0.5401,0.3297,-0.0764,-1.0411,-0.2202,40.76285,-73.96773,Driver Inattention/Distraction; Following Too Closely
PRINCE STREET @ TILLARY STREET,BROOKLYN,28,0.2143,0.2649,0.3703,-0.0708,-0.9262,-0.2205,40.69595,-73.9824,Driver Inattention/Distraction; Passing Too Closely
9 AVENUE @ WEST 34 STREET,MANHATTAN,25,0.44,0.479,0.3452,-0.0592,-0.7182,-0.2207,40.753387,-73.99631,Driver Inattention/Distraction; Passing Or Lane Usage Improper
AVENUE OF THE AMERICAS @ WEST 25 STREET,MANHATTAN,26,0.5385,0.5887,0.3432,-0.0704,-0.9177,-0.2209,40.744186,-73.991875,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
MOSHOLU PARKWAY @ SOUTHERN BOULEVARD,BRONX,71,0.3662,0.4618,0.3442,-0.1158,-2.1554,-0.2211,40.86804,-73.879105,Driver Inattention/Distraction; Following Too Closely
2 AVENUE @ EAST 63 STREET,MANHATTAN,41,0.3415,0.4148,0.3367,-0.0935,-1.4328,-0.2214,40.76311,-73.962524,Driver Inattention/Distraction; Following Too Closely
4 AVENUE @ SHORE ROAD,BROOKLYN,27,0.4815,0.5353,0.3599,-0.074,-0.982,-0.2217,40.611366,-74.03488,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ GEORGIA AVENUE,BROOKLYN,43,0.3256,0.3957,0.3523,-0.0902,-1.3424,-0.222,40.675625,-73.89879,Driver Inattention/Distraction; Driver Inexperience
FLATLANDS AVENUE @ REMSEN AVENUE,BROOKLYN,27,0.4074,0.4367,0.3569,-0.0495,-0.5615,-0.2221,40.640236,-73.90598,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CLAREMONT PARKWAY @ PARK AVENUE,BRONX,27,0.4815,0.5212,0.3519,-0.0599,-0.7228,-0.2222,40.839268,-73.903824,Driver Inattention/Distraction; Traffic Control Disregarded
12 AVENUE @ WEST 42 STREET,MANHATTAN,50,0.26,0.3501,0.3542,-0.1102,-1.9271,-0.2223,40.762024,-74.00116,Driver Inattention/Distraction; Following Too Closely
11 AVENUE @ WEST 42 STREET,MANHATTAN,46,0.2826,0.3731,0.3423,-0.1107,-1.9359,-0.2227,40.760822,-73.99832,Following Too Closely; Unsafe Lane Changing
LINDEN BOULEVARD @ VERMONT STREET,BROOKLYN,25,0.4,0.4273,0.35,-0.0474,-0.5302,-0.2228,40.659275,-73.889,Driver Inattention/Distraction; Traffic Control Disregarded
CLINTON AVENUE @ FLUSHING AVENUE,BROOKLYN,34,0.5882,0.6549,0.3521,-0.0868,-1.2458,-0.2235,40.697803,-73.96973,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
QUEENS BOULEVARD @ VANDAM STREET,QUEENS,35,0.2857,0.3473,0.3504,-0.0817,-1.1253,-0.2241,40.74473,-73.93359,Driver Inattention/Distraction; Following Too Closely
EAST 129 STREET @ LEXINGTON AVENUE,MANHATTAN,29,0.3103,0.3651,0.3442,-0.0749,-0.9809,-0.2246,40.806915,-73.93557,Following Too Closely; Driver Inattention/Distraction
CONCOURSE VLG EAST @ EAST 161 STREET,BRONX,32,0.5,0.563,0.3827,-0.0832,-1.1487,-0.2251,40.825577,-73.91846,Driver Inattention/Distraction; Turning Improperly
37 STREET @ NORTHERN BOULEVARD,QUEENS,25,0.68,0.7304,0.3379,-0.0706,-0.8952,-0.2252,40.752068,-73.926476,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
ATLANTIC AVENUE @ VERMONT STREET,BROOKLYN,25,0.36,0.3852,0.3563,-0.0453,-0.4939,-0.2253,40.67591,-73.89492,Driver Inattention/Distraction; Aggressive Driving/Road Rage
8 AVENUE @ WEST 43 STREET,MANHATTAN,27,0.2222,0.2747,0.3555,-0.0727,-0.9323,-0.2255,40.757908,-73.9893,Driver Inattention/Distraction; Unsafe Lane Changing
BROADWAY @ EAST HOUSTON STREET,MANHATTAN,31,0.4516,0.513,0.3442,-0.0816,-1.1075,-0.226,40.725433,-73.99677,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2 AVENUE @ EAST 50 STREET,MANHATTAN,28,0.4286,0.48,0.3572,-0.0716,-0.9068,-0.2263,40.754875,-73.96852,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
9 AVENUE @ WEST 36 STREET,MANHATTAN,26,0.4231,0.4819,0.3553,-0.079,-1.0469,-0.2269,40.75469,-73.99536,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BEACH AVENUE @ HYLAN BOULEVARD,STATEN ISLAND,45,0.3556,0.43,0.3391,-0.0946,-1.4007,-0.227,40.567627,-74.11262,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ARCHER AVENUE @ SUTPHIN BOULEVARD,QUEENS,43,0.3721,0.457,0.3532,-0.1051,-1.687,-0.2272,40.70058,-73.80775,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CENTRAL PARK WEST @ WEST 81 STREET,MANHATTAN,37,0.3243,0.3995,0.3456,-0.0954,-1.4067,-0.2283,40.78202,-73.97173,Driver Inattention/Distraction; Other Vehicular
EAST 96 STREET @ MADISON AVENUE,MANHATTAN,37,0.3243,0.4018,0.3456,-0.0976,-1.4618,-0.2285,40.787224,-73.95417,Driver Inattention/Distraction; Following Too Closely
LONGWOOD AVENUE @ SOUTHERN BOULEVARD,BRONX,35,0.5143,0.5881,0.3552,-0.094,-1.361,-0.2294,40.81632,-73.89622,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
HYLAN BOULEVARD @ STEUBEN STREET,STATEN ISLAND,31,0.3548,0.4053,0.3325,-0.0706,-0.871,-0.2295,40.603645,-74.07732,Driver Inattention/Distraction; Turning Improperly
71 AVENUE @ QUEENS BOULEVARD,QUEENS,33,0.4848,0.561,0.3562,-0.0963,-1.4149,-0.2297,40.721455,-73.84398,Driver Inattention/Distraction; Following Too Closely
CLINTON STREET @ HAMILTON AVENUE,BROOKLYN,32,0.25,0.3153,0.359,-0.0854,-1.156,-0.2303,40.67602,-74.001236,Passing Or Lane Usage Improper; Unsafe Lane Changing
DE KALB AVENUE @ FLATBUSH AVENUE EXTENSION,BROOKLYN,30,0.4,0.4638,0.3455,-0.084,-1.1191,-0.231,40.68993,-73.98148,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LINDEN BOULEVARD @ SPRINGFIELD BOULEVARD,QUEENS,33,0.3333,0.3862,0.3462,-0.0731,-0.9053,-0.2313,40.696217,-73.7436,Driver Inattention/Distraction; Unsafe Lane Changing
LONG ISLAND EXPRESSWAY @ WOODHAVEN BOULEVARD,QUEENS,38,0.3421,0.4142,0.3462,-0.0922,-1.2964,-0.2317,40.731815,-73.8713,Driver Inattention/Distraction; Unsafe Speed
39 STREET @ SKILLMAN AVENUE,QUEENS,25,0.52,0.5675,0.3567,-0.0677,-0.8084,-0.2317,40.74743,-73.925476,Driver Inattention/Distraction; Following Too Closely
FLATBUSH AVENUE EXTENSION @ MYRTLE AVENUE,BROOKLYN,46,0.3261,0.4084,0.354,-0.1025,-1.5494,-0.2321,40.69365,-73.98333,Driver Inattention/Distraction; Following Too Closely
2 AVENUE @ EAST 66 STREET,MANHATTAN,26,0.5,0.5535,0.3475,-0.0737,-0.9097,-0.2324,40.764988,-73.96116,Driver Inattention/Distraction; Following Too Closely
10 AVENUE @ WEST 34 STREET,MANHATTAN,47,0.3617,0.4619,0.3436,-0.1204,-2.1053,-0.2325,40.75458,-73.99915,Failure To Yield Right-Of-Way; Following Too Closely
